시·도,시·군·구,읍·면·동,구간거리 (km),40FT 컨테이너,20FT 컨테이너
경상남도,김해시,칠산서부동,400,"1,291,200","1,130,700"
경상남도,김해시,삼안동,406,"1,303,900","1,140,600"
경상남도,김해시,장유3동,403,"1,297,600","1,135,700"
경상남도,양산시,물금읍,408,"1,308,100","1,143,900"
경상남도,양산시,원동면,394,"1,278,700","1,120,700"
경상남도,양산시,상북면,396,"1,282,900","1,123,900"
경상남도,양산시,하북면,387,"1,264,000","1,109,000"
경상남도,양산시,삼성동,402,"1,295,500","1,134,000"
경상남도,양산시,강서동,403,"1,297,600","1,135,700"
경상남도,양산시,서창동,409,"1,310,300","1,145,500"
경상남도,양산시,소주동,413,"1,318,700","1,152,100"
경상남도,양산시,덕계동,415,"1,323,000","1,155,500"
경상남도,창원시 의창구,북면,370,"1,227,600","1,080,300"
경상남도,창원시 의창구,대산면,385,"1,259,700","1,105,700"
경상남도,창원시 의창구,팔룡동,382,"1,253,300","1,100,600"
경상남도,창원시 성산구,중앙동,389,"1,268,300","1,112,500"
경상남도,창원시 성산구,사파동,398,"1,287,100","1,127,300"
경상남도,창원시 성산구,가음정동,392,"1,274,500","1,117,400"
경상남도,창원시 성산구,성주동,390,"1,270,300","1,113,900"
경상남도,창원시 성산구,웅남동,383,"1,255,400","1,102,400"
경상남도,창원시 마산회원구,회원1동,378,"1,244,900","1,094,000"
경상남도,창원시 마산회원구,석전동,377,"1,242,600","1,092,300"
경상남도,창원시 진해구,웅동2동,412,"1,316,600","1,150,500"
경상남도,함안군,가야읍,382,"1,253,300","1,100,600"
경상남도,함안군,칠원읍,364,"1,215,000","1,070,200"
경상남도,함안군,군북면,387,"1,264,000","1,109,000"
경상남도,함안군,법수면,387,"1,264,000","1,109,000"
경상남도,함안군,대산면,364,"1,215,000","1,070,200"
경상남도,함안군,칠서면,365,"1,217,100","1,072,000"
경상남도,함안군,칠북면,361,"1,208,400","1,065,200"
세종특별자치시,세종시,조치원읍,140,"635,700","557,300"
세종특별자치시,세종시,연기면,147,"655,800","574,200"
세종특별자치시,세종시,연동면,150,"664,400","581,400"
세종특별자치시,세종시,부강면,156,"681,300","595,500"
세종특별자치시,세종시,장군면,157,"684,300","597,800"
세종특별자치시,세종시,전의면,125,"592,200","520,300"
세종특별자치시,세종시,소정면,121,"580,600","510,100"
