시·도,시·군·구,읍·면·동,구간거리 (km),40FT 컨테이너,20FT 컨테이너
경기도,포천시,선단동,424,"1,137,000","991,100"
경기도,여주시,가남읍,326,"956,200","847,400"
경기도,여주시,점동면,335,"975,100","862,700"
경기도,여주시,능서면,333,"970,900","859,400"
경기도,여주시,흥천면,339,"983,400","869,400"
경기도,여주시,대신면,346,"998,000","881,100"
경기도,여주시,강천면,340,"985,500","871,100"
경기도,여주시,여흥동,337,"979,200","866,100"
경기도,여주시,중앙동,336,"977,300","864,400"
경기도,연천군,전곡읍,448,"1,178,600","1,023,900"
경기도,연천군,청산면,442,"1,168,400","1,015,600"
경기도,연천군,백학면,456,"1,192,400","1,035,900"
경기도,연천군,장남면,453,"1,187,300","1,031,400"
강원도,춘천시,동면,415,"1,121,300","978,800"
강원도,춘천시,동산면,396,"1,087,900","952,400"
강원도,춘천시,남면,412,"1,116,000","974,600"
강원도,춘천시,남산면,416,"1,123,000","980,000"
강원도,춘천시,후평1동,412,"1,116,000","974,600"
강원도,원주시,문막읍,348,"1,002,100","884,400"
강원도,원주시,소초면,352,"1,009,800","890,600"
강원도,원주시,지정면,346,"998,000","881,100"
강원도,원주시,부론면,316,"935,200","830,600"
강원도,원주시,우산동,339,"983,400","869,400"
강원도,원주시,태장1동,339,"983,400","869,400"
강원도,강릉시,옥계면,336,"977,300","864,400"
강원도,강릉시,성덕동,362,"1,027,600","904,800"
강원도,강릉시,경포동,369,"1,040,100","914,600"
강원도,동해시,송정동,318,"939,500","834,000"
강원도,동해시,북삼동,317,"937,500","832,300"
강원도,동해시,북평동,315,"933,200","828,800"
강원도,고성군,간성읍,531,"1,319,900","1,147,000"
충청북도,충주시,주덕읍,288,"873,800","780,300"
충청북도,충주시,앙성면,304,"910,100","810,200"
충청북도,충주시,산척면,307,"916,500","815,200"
충청북도,충주시,대소원면,286,"869,500","776,700"
충청북도,충주시,중앙탑면,298,"895,100","797,700"
충청북도,충주시,달천동,292,"882,400","787,300"
충청북도,충주시,칠금금릉동,293,"884,500","789,000"
충청북도,충주시,목행용탄동,296,"890,800","794,200"
충청북도,청주시 상당구,가덕면,273,"843,700","754,200"
충청북도,청주시 흥덕구,오송읍,291,"880,200","785,700"
충청북도,청주시 흥덕구,강내면,288,"873,800","780,300"
