시·도,시·군·구,읍·면·동,구간거리 (km),40FT 컨테이너,20FT 컨테이너
전라북도,군산시,조촌동,292,"882,400","787,300"
전라북도,군산시,소룡동,296,"890,800","794,200"
전라북도,군산시,미성동,298,"895,100","797,700"
전라북도,익산시,함열읍,278,"853,500","762,900"
전라북도,익산시,왕궁면,262,"817,800","714,200"
전라북도,익산시,춘포면,264,"822,300","717,700"
전라북도,익산시,삼기면,272,"841,700","752,400"
전라북도,익산시,영등1동,273,"843,700","754,200"
전라북도,익산시,팔봉동,269,"833,200","726,700"
전라북도,정읍시,신태인읍,293,"884,500","789,000"
전라북도,정읍시,북면,295,"888,800","792,500"
전라북도,정읍시,입암면,282,"861,300","769,800"
전라북도,정읍시,감곡면,286,"869,500","776,700"
전라북도,정읍시,수성동,290,"878,200","784,000"
전라북도,정읍시,농소동,291,"880,200","785,700"
전라북도,정읍시,상교동,286,"869,500","776,700"
전라북도,남원시,사매면,213,"709,600","616,400"
전라북도,남원시,인월면,183,"641,300","557,400"
전라북도,남원시,산내면,191,"659,600","573,000"
전라북도,김제시,백산면,280,"857,400","766,500"
전라북도,김제시,백구면,266,"826,600","721,300"
전라북도,김제시,검산동,280,"857,400","766,500"
전라북도,완주군,봉동읍,253,"798,400","698,100"
전라북도,완주군,경천면,264,"822,300","717,700"
전라북도,부안군,백산면,306,"914,400","813,500"
전라북도,부안군,하서면,318,"939,500","834,000"
전라남도,여수시,소라면,179,"631,800","549,700"
전라남도,여수시,율촌면,174,"620,100","540,100"
전라남도,여수시,월호동,185,"645,800","561,200"
전라남도,여수시,만덕동,183,"641,300","557,400"
전라남도,여수시,삼일동,171,"613,100","534,200"
전라남도,여수시,묘도동,162,"591,900","516,500"
전라남도,순천시,해룡면,170,"610,700","532,200"
전라남도,순천시,서면,173,"617,700","538,100"
전라남도,순천시,삼산동,177,"627,100","545,800"
전라남도,광양시,광양읍,162,"591,900","516,500"
전라남도,광양시,옥곡면,151,"565,700","494,500"
전라남도,광양시,골약동,159,"584,800","510,500"
전라남도,광양시,태인동,143,"546,200","478,100"
전라남도,광양시,금호동,150,"563,200","492,500"
전라남도,담양군,담양읍,247,"785,200","682,000"
전라남도,보성군,겸백면,225,"736,500","639,700"
전라남도,영암군,삼호읍,282,"861,300","769,800"
전라남도,영암군,신북면,284,"865,400","773,400"
