시·도,시·군·구,읍·면·동,구간거리 (km),40FT 컨테이너,20FT 컨테이너
전라남도,함평군,대동면,291,"880,200","785,700"
전라남도,함평군,월야면,279,"855,500","764,700"
전라남도,장성군,남면,256,"804,900","703,400"
전라남도,장성군,삼계면,279,"855,500","764,700"
전라남도,장성군,황룡면,264,"822,300","717,700"
전라남도,신안군,압해읍,305,"912,200","811,800"
경상북도,포항시 남구,구룡포읍,156,"577,600","504,500"
경상북도,포항시 남구,연일읍,145,"551,200","482,200"
경상북도,포항시 남구,오천읍,141,"541,400","474,100"
경상북도,포항시 남구,대송면,142,"543,700","476,100"
경상북도,포항시 남구,동해면,151,"565,700","494,500"
경상북도,포항시 남구,장기면,153,"570,500","498,500"
경상북도,포항시 남구,제철동,144,"548,700","480,200"
경상북도,포항시 북구,흥해읍,161,"589,500","514,700"
경상북도,포항시 북구,청하면,172,"615,500","536,200"
경상북도,포항시 북구,송라면,175,"622,400","542,000"
경상북도,경주시,감포읍,131,"516,800","453,200"
경상북도,경주시,안강읍,125,"501,900","440,600"
경상북도,경주시,건천읍,110,"464,100","408,100"
경상북도,경주시,외동읍,109,"461,500","406,000"
경상북도,경주시,양남면,113,"471,800","414,700"
경상북도,경주시,내남면,94,"422,600","372,500"
경상북도,경주시,강동면,125,"501,900","440,600"
경상북도,경주시,천북면,115,"476,900","419,100"
경상북도,김천시,아포읍,178,"629,500","547,900"
경상북도,김천시,감문면,188,"652,600","567,000"
경상북도,김천시,어모면,188,"652,600","567,000"
경상북도,김천시,대신동,173,"617,700","538,100"
경상북도,안동시,풍산읍,226,"738,900","641,500"
경상북도,안동시,남후면,215,"714,100","620,300"
경상북도,안동시,남선면,227,"740,900","643,500"
경상북도,안동시,녹전면,254,"800,600","700,100"
경상북도,안동시,서구동,222,"729,800","633,900"
경상북도,구미시,선산읍,180,"634,100","551,700"
경상북도,구미시,고아읍,180,"634,100","551,700"
경상북도,구미시,해평면,175,"622,400","542,000"
경상북도,구미시,산동면,169,"608,400","530,300"
경상북도,구미시,신평2동,169,"608,400","530,300"
경상북도,구미시,진미동,168,"606,100","528,400"
경상북도,구미시,양포동,168,"606,100","528,400"
경상북도,영주시,장수면,246,"782,900","680,000"
경상북도,영주시,안정면,258,"809,200","707,100"
경상북도,영주시,봉현면,259,"811,400","708,800"
경상북도,영주시,휴천3동,253,"798,400","698,100"
경상북도,영주시,가흥1동,252,"796,000","696,400"
경상북도,영주시,가흥2동,253,"798,400","698,100"
경상북도,영천시,금호읍,132,"519,300","455,400"
경상북도,영천시,화남면,148,"558,500","488,400"
경상북도,영천시,고경면,144,"548,700","480,200"
경상북도,영천시,북안면,122,"494,500","434,200"
경상북도,영천시,대창면,129,"511,800","449,100"
경상북도,영천시,중앙동,134,"524,200","459,600"
경상북도,영천시,완산동,135,"526,700","461,600"
경상북도,영천시,남부동,130,"514,300","451,100"
경상북도,상주시,함창읍,219,"723,100","628,100"
경상북도,상주시,청리면,207,"696,200","604,700"
경상북도,상주시,은척면,230,"747,800","649,400"
경상북도,상주시,신흥동,207,"696,200","604,700"
경상북도,경산시,하양읍,125,"501,900","440,600"
경상북도,경산시,진량읍,121,"492,000","432,000"
경상북도,경산시,압량읍,111,"466,600","410,400"
경상북도,경산시,와촌면,132,"519,300","455,400"
경상북도,경산시,자인면,112,"469,200","412,600"
경상북도,경산시,남산면,112,"469,200","412,600"
경상북도,경산시,북부동,109,"461,500","406,000"
경상북도,군위군,군위읍,177,"627,100","545,800"
경상북도,의성군,단촌면,207,"696,200","604,700"
경상북도,의성군,가음면,179,"631,800","549,700"
경상북도,청도군,청도읍,84,"396,100","349,600"
경상북도,청도군,풍각면,95,"425,300","374,700"
경상북도,고령군,대가야읍,129,"511,800","449,100"
경상북도,고령군,성산면,120,"489,500","430,000"
경상북도,고령군,다산면,130,"514,300","451,100"
경상북도,고령군,개진면,119,"487,000","427,900"
경상북도,성주군,성주읍,144,"548,700","480,200"
경상북도,성주군,선남면,137,"531,700","465,800"
경상북도,성주군,대가면,142,"543,700","476,100"
경상북도,성주군,초전면,150,"563,200","492,500"
경상북도,성주군,월항면,149,"560,900","490,400"
경상북도,칠곡군,왜관읍,152,"568,100","496,500"
경상북도,칠곡군,북삼읍,163,"594,200","518,500"
경상북도,칠곡군,석적읍,159,"584,800","510,500"
경상북도,칠곡군,지천면,146,"553,400","484,400"
경상북도,칠곡군,가산면,155,"575,100","502,600"
경상북도,칠곡군,약목면,158,"582,300","508,600"
경상북도,봉화군,봉성면,278,"853,500","762,900"
경상북도,봉화군,석포면,320,"943,600","837,500"
경상남도,진주시,정촌면,101,"440,900","388,400"
경상남도,진주시,이반성면,72,"363,600","321,600"
경상남도,진주시,사봉면,79,"382,500","338,000"
경상남도,진주시,지수면,77,"377,300","333,400"
경상남도,진주시,상평동,96,"427,900","377,100"
경상남도,진주시,상대동,96,"427,900","377,100"
경상남도,통영시,도산면,73,"366,300","323,900"
경상남도,통영시,광도면,69,"355,300","314,400"
경상남도,사천시,사천읍,102,"443,500","390,500"
경상남도,사천시,사남면,107,"456,400","401,600"
경상남도,사천시,용현면,111,"466,600","410,400"
경상남도,사천시,축동면,100,"438,200","386,000"
경상남도,사천시,곤양면,118,"484,500","425,800"
경상남도,사천시,서포면,120,"489,500","430,000"
경상남도,김해시,진영읍,40,"265,700","230,900"
경상남도,김해시,주촌면,30,"229,600","204,300"
경상남도,김해시,진례면,30,"229,600","204,300"
경상남도,김해시,한림면,40,"265,700","230,900"
경상남도,김해시,생림면,38,"258,700","225,500"
경상남도,김해시,상동면,39,"262,200","228,300"
경상남도,김해시,대동면,30,"229,600","204,300"
경상남도,김해시,칠산서부동,25,"212,700","190,700"
경상남도,김해시,삼안동,28,"222,300","198,900"
경상남도,김해시,장유3동,21,"196,400","174,800"
경상남도,밀양시,삼랑진읍,47,"290,500","252,400"
경상남도,밀양시,하남읍,51,"304,500","270,000"
경상남도,밀양시,부북면,69,"355,300","314,400"
경상남도,밀양시,산내면,79,"382,500","338,000"
경상남도,밀양시,상남면,58,"324,500","287,400"
경상남도,밀양시,가곡동,62,"335,900","297,400"
경상남도,거제시,일운면,47,"290,500","252,400"
경상남도,거제시,거제면,51,"304,500","270,000"
경상남도,거제시,사등면,50,"301,100","261,500"
경상남도,거제시,연초면,35,"247,900","217,600"
경상남도,거제시,하청면,30,"229,600","204,300"
경상남도,거제시,아주동,41,"269,300","233,900"
경상남도,거제시,옥포1동,38,"258,700","225,500"
경상남도,거제시,고현동,41,"269,300","233,900"
경상남도,거제시,장승포동,45,"283,300","246,200"
경상남도,양산시,물금읍,44,"279,900","243,200"
경상남도,양산시,원동면,58,"324,500","287,400"
경상남도,양산시,상북면,54,"313,200","277,500"
경상남도,양산시,하북면,62,"335,900","297,400"
경상남도,양산시,삼성동,46,"287,100","249,200"
경상남도,양산시,강서동,45,"283,300","246,200"
경상남도,양산시,서창동,63,"338,700","299,700"
경상남도,양산시,소주동,63,"338,700","299,700"
경상남도,양산시,덕계동,58,"324,500","287,400"
경상남도,창원시 의창구,북면,53,"310,300","275,100"
경상남도,창원시 의창구,대산면,45,"283,300","246,200"
경상남도,창원시 의창구,팔룡동,41,"269,300","233,900"
경상남도,창원시 성산구,중앙동,33,"240,600","212,300"
경상남도,창원시 성산구,사파동,32,"236,900","209,600"
경상남도,창원시 성산구,가음정동,32,"236,900","209,600"
경상남도,창원시 성산구,성주동,29,"226,000","201,500"
경상남도,창원시 성산구,웅남동,35,"247,900","217,600"
경상남도,창원시 마산합포구,진북면,54,"313,200","277,500"
경상남도,창원시 마산합포구,진전면,59,"327,300","290,000"
경상남도,창원시 마산회원구,내서읍,48,"294,100","255,300"
경상남도,창원시 진해구,풍호동,23,"203,800","182,700"
경상남도,창원시 진해구,웅천동,17,"181,200","158,700"
경상남도,창원시 진해구,웅동2동,9,"150,500","130,400"
경상남도,의령군,의령읍,75,"371,800","328,700"
경상남도,의령군,가례면,78,"380,100","335,700"
경상남도,의령군,대의면,91,"414,700","365,800"
경상남도,의령군,정곡면,75,"371,800","328,700"
경상남도,함안군,가야읍,59,"327,300","290,000"
경상남도,함안군,칠원읍,53,"310,300","275,100"
경상남도,함안군,군북면,72,"363,600","321,600"
경상남도,함안군,법수면,69,"355,300","314,400"
경상남도,함안군,대산면,63,"338,700","299,700"
경상남도,함안군,칠서면,59,"327,300","290,000"
경상남도,함안군,칠북면,57,"321,700","285,100"
경상남도,창녕군,창녕읍,79,"382,500","338,000"
경상남도,창녕군,고암면,83,"393,400","347,400"
경상남도,창녕군,대합면,88,"406,700","358,900"
경상남도,창녕군,유어면,91,"414,700","365,800"
경상남도,창녕군,계성면,72,"363,600","321,600"
경상남도,창녕군,영산면,72,"363,600","321,600"
경상남도,고성군,고성읍,78,"380,100","335,700"
경상남도,고성군,개천면,82,"390,700","345,000"
경상남도,고성군,동해면,70,"358,100","316,700"
경상남도,산청군,금서면,133,"521,800","457,400"
경상남도,거창군,거창읍,165,"599,000","522,400"
경상남도,거창군,웅양면,181,"636,500","553,500"
경상남도,거창군,남상면,168,"606,100","528,400"
경상남도,합천군,가야면,145,"551,200","482,200"
경상남도,합천군,율곡면,116,"479,400","421,300"
세종특별자치시,세종시,조치원읍,290,"878,200","784,000"
세종특별자치시,세종시,연기면,293,"884,500","789,000"
세종특별자치시,세종시,연동면,288,"873,800","780,300"
세종특별자치시,세종시,부강면,283,"863,200","771,700"
세종특별자치시,세종시,장군면,293,"884,500","789,000"
세종특별자치시,세종시,전의면,304,"910,100","810,200"
세종특별자치시,세종시,소정면,316,"935,200","830,600"
