시·도,시·군·구,읍·면·동,구간거리 (km),40FT 컨테이너,20FT 컨테이너
경상남도,창원시 성산구,중앙동,382,"1,253,300","1,100,600"
경상남도,창원시 성산구,사파동,391,"1,272,400","1,115,600"
경상남도,창원시 성산구,가음정동,385,"1,259,700","1,105,700"
경상남도,창원시 성산구,성주동,383,"1,255,400","1,102,400"
경상남도,창원시 성산구,웅남동,376,"1,240,600","1,090,400"
경상남도,창원시 마산회원구,회원1동,371,"1,229,900","1,082,000"
경상남도,창원시 마산회원구,석전동,370,"1,227,600","1,080,300"
경상남도,창원시 진해구,웅동2동,405,"1,301,800","1,139,000"
경상남도,함안군,가야읍,374,"1,236,300","1,087,200"
경상남도,함안군,칠원읍,357,"1,199,900","1,058,300"
경상남도,함안군,군북면,380,"1,249,000","1,097,400"
경상남도,함안군,법수면,380,"1,249,000","1,097,400"
경상남도,함안군,대산면,357,"1,199,900","1,058,300"
경상남도,함안군,칠서면,357,"1,199,900","1,058,300"
경상남도,함안군,칠북면,354,"1,193,600","1,053,100"
세종특별자치시,세종시,조치원읍,132,"612,700","537,700"
세종특별자치시,세종시,연기면,140,"635,700","557,300"
세종특별자치시,세종시,연동면,139,"633,100","554,800"
세종특별자치시,세종시,부강면,145,"650,300","569,300"
세종특별자치시,세종시,장군면,147,"655,800","574,200"
세종특별자치시,세종시,전의면,118,"571,700","502,800"
세종특별자치시,세종시,소정면,115,"562,800","495,000"
